topic_id,topic,url,subcategory,tags,user_id,username,user_role,user_title,post_id,post_order,post_content,links_in_post,num_likes,accepted_ans_post_id,replied_to_post_id,replied_to_post_id_direct,replied_to_post_id_soft,quoted_post_id
15133,How to cope with mistakes at work?,https://letstalk.mindline.sg/t/how-to-cope-with-mistakes-at-work/15133,Seeking Help,needadvice,12335,potatooo,User,,24213,7,"Hello @user1306 ! Thank you for sharing your feelings with us. I see that you are disappointed with your performance at work due to the mistakes you’ve made. I’m sorry to hear that you’re disappointed. However, could those mistakes made on days when you’re feeling slightly more tired or feeling a little off? I think it is great that you’re spotting these mistakes and would like to improve yourself.
Perhaps noting down these mistakes would be useful to help you remember and not repeat the mistakes. However, remember that noting down these mistakes is not for you to dwell over them but to improve yourself. I think that it is perfectly normal to make mistakes. I believe there are so many things out there that you’re doing really well at !
“You can’t let your failures define you. You have to let your failures teach you.” – Barack Obama",,0,,23644,,23644.0,
15409,Counselling,https://letstalk.mindline.sg/t/counselling/15409,Is This Normal?,---,12564,anonymous394,User,,24064,1,"I’ve been feeling low and suicidal for some time now and I’ve always found it difficult to express my feelings and thoughts to others as to why im feeling this way. People told me to just go for counselling as they are trained professionals that helps you to navigate your feelings and help you to open up more in the process. As such, I decided to give counselling a try just for the counsellor to tell me that she doesn’t know how to help me because I couldn’t express myself better and sometimes she asks me questions as though im suppose to have an answer/ solution for the situation im facing and if i say idk, it will just be an awkward silent as if im not trying hard enough. But if i knew the answer, I would’ve been able to save myself and not be at this counselling session would i? Eventually, she felt that there was no progress and just dropped me. Now I just feel stupid for reaching out for help and it feels as though im undeserving on any help as well. it feels like everyone is annoyed that im having a hard time and im annoyed at myself for feeling and being this way. They always say to reach out for help but how am i suppose to reach out when nobody cares? I have utilised my resources given to me as my last resort and at this point, im not even hoping for a recovery anymore, i just hope to have an outburst of bravery to really just end it all.",,1,,,,,
15409,Counselling,https://letstalk.mindline.sg/t/counselling/15409,Is This Normal?,---,10459,user1138,User,,24067,2,"What i realised halfway was the more transparent i am, the easier the therapist can help me. Prepare a list u want to discuss w ur therapist or write down the qns n write down the answers in ur own time b4 the next session?",,0,,,,,
15409,Counselling,https://letstalk.mindline.sg/t/counselling/15409,Is This Normal?,---,11048,FuYuan_Affections,Professional,The Wise,24068,3,"Hi @Anonymous394,
I’m truly sorry to hear about the struggles you’ve been facing and the experience you had in counselling. It takes a lot of courage to reach out for help, especially when expressing your feelings is difficult, and I can only imagine how disheartening it must have been to feel dismissed during such a vulnerable time.
First, I want you to know that your feelings are valid, and it’s okay to feel the way you do. What you’re going through is incredibly tough, and it’s not something you should have to navigate alone. It’s understandable that you felt frustrated when the counsellor expected you to have answers that are so hard to find when you’re in a place of pain.
Expressing your feelings doesn’t always come naturally—especially when those feelings are tangled up in layers of pain, confusion, or fear. It takes time, patience, and guidance from experienced and professional counsellors who understand that these things can’t be rushed.
Counselling should be a space where you feel supported, even when the words don’t come easily. The goal is to work together, at your pace, to make sense of those thoughts and feelings. Unfortunately, it seems like the approach you experienced wasn’t the right fit, but that doesn’t mean that you’re beyond help or that no one cares. It simply means that the approach wasn’t tailored to your needs, which can happen sometimes. It doesn’t reflect your value or your worthiness of support.
Reaching out for help again might feel daunting, especially after what you’ve been through, but there are professionals who can and will meet you where you are—without expecting you to have it all figured out. Sometimes, it’s about finding the right person who understands how to support you in the way that works for you.
Please know that you deserve help, and there are people who truly care and want to support you, even if it doesn’t feel that way right now. If you’re open to it, can you share where you have gone for help? So that we can guide you toward resources or strategies that might be a better fit. It’s also important to keep in mind that mental health crises are serious, and reaching out to someone immediately—whether it’s a crisis line, a trusted friend, or a different professional—can make a difference.
You’ve taken a brave step in sharing your feelings here, and that’s not something to overlook. It shows that part of you still wants to find a way forward, even if it doesn’t feel like it right now. I’m here to listen, and so are others who genuinely want to help.
Please take care, and don’t give up on finding the support you deserve.",,0,,,,,
15409,Counselling,https://letstalk.mindline.sg/t/counselling/15409,Is This Normal?,---,12564,anonymous394,User,,24094,4,"hi @FuYuan_Affections, thanks for your comment. it does make me feel a little better. I’ve gone to see my counsellor and psychiatrist in school. Both of them dropped me just like this i think because they do have alot of other cases to handle as well but it really hurts to think that maybe im not that important or im really the problem in this case that I should stop wasting people’s time when there are others that are in more severe cases. I really hate myself and hate my life so much. im a joke.",,0,,,,,
15409,Counselling,https://letstalk.mindline.sg/t/counselling/15409,Is This Normal?,---,11048,FuYuan_Affections,Professional,The Wise,24110,5,"Hi @Anonymous394,
Thank you for trusting me enough to share more about what you’re going through. I’m really sorry to hear about your experiences with your school counselor and psychiatrist. It must have been incredibly painful to feel dropped like that, especially when you were already feeling low. I want you to know that your feelings are valid, and it’s okay to feel hurt and disappointed by how things turned out.
First, I would like you to know that having a negative experience is not a reflection of your worth. You are not a burden, and you are absolutely not wasting anyone’s time. Mental health professionals are there to support you, and it’s unfortunate that your experiences made you feel otherwise. The fact that they might have a lot of cases to handle doesn’t diminish the importance of your struggles or your right to receive help. It’s not about you being “less important”—it’s about finding the right support that meets your needs.
I know it’s hard not to hate yourself when it feels like you’re stuck in this painful place, but I want to remind you that reaching out for help—like you did with your counselors, and even here—takes a lot of strength. You deserve to be heard, supported, and cared for, just like anyone else. You are not a joke, and your life has value, even if it’s hard to see that right now.
It might help to try connecting with a different professional who can better understand and support you, or even reaching out to a support group where you can share your experiences with others who might be going through something similar. Sometimes, it takes a few tries to find the right fit, and that’s okay. You’re not alone in this, and there are people out there who genuinely want to help.
Please remember that these feelings, as overwhelming as they are, don’t define you. There is hope, even if it’s hard to feel it at the moment, and there are people who care and want to see you through this. If things ever feel too overwhelming, please don’t hesitate to reach out to a crisis line or someone you trust—they’re there to help you in these moments.
You’ve already taken some brave steps by reaching out here, and that’s not something to overlook. Is there a teacher that you trust that you can speak to at school? How about asking your friends, do they know of another counsellor? Perhaps they can help you escalate your case again? Let us know when you get a chance to try again…",,0,,,,,
15409,Counselling,https://letstalk.mindline.sg/t/counselling/15409,Is This Normal?,---,12331,hereforyou,User,,24124,6,"Hi @anonymous394, I just want to share that I was in a similar situation like you as well. Firstly, I am so proud of you for being brave and step out to seek help. I know it is really tough to muster your courage especially when you are already in a terrible space and might be close to giving up so I am really proud of you for that.
As I said earlier that I was in a similar situation like you, I had no thoughts, too tired to talk, too tired to think, just tired and numb to pain. In the end, I switched and tried multiple counsellors then things slowly get better. I think counsellors are like teachers in some sense, some students think that this teacher is good at teaching because he/she explains the whole context and background but some students think he/she is bad at teaching because they think this teacher is naggy and they like key points that are straight to the point. The main point of me saying this is - we also need to find counsellors who fit our condition and our needs so try looking for another counsellor again. If you don’t have the courage or capacity to seek for a counsellor again, feel free to reach out to us here. I’m here for you and many others are here for you as well.
I am fortunate that things are looking better for me now and a message to my current self would be - things have been rough and tough but I’m glad you are in the present. I hope you are able to say the same thing 2/5/10/more years down the road to yourself with pride of what you have overcome and achieve. Hang in there and know that you are worthy and deserve to be loved and cared for. I’m here for you.",,1,,,,,
15409,Counselling,https://letstalk.mindline.sg/t/counselling/15409,Is This Normal?,---,7316,octopus,User,The Source of Comfort,24125,7,"hey, im really sorry you had this experience with your counsellor even if you dont know how to express yourself yet, you still deserve to get the support you need
i get how it feels like no one cares, it really hurts to be dropped by a counsellor. but that counsellor is just one person and this isn’t a reflection of your worth.
navigating counsellors and the mental health system is really tough and a long process and its especially hard when you’re in a bad place if you’re open to it maybe you could look into other counsellors? you deserve to have a space where you feel safe!
we care about you and are here for you",,1,,,,,
15434,overthinking please help,https://letstalk.mindline.sg/t/overthinking-please-help/15434,Coping,---,12578,user1322,User,,24114,1,"I keep overthinking and im not sure how to stop it. This can lead to simple things like just making sure i have everything before i go or making simple decisions. Recently a guy has been trying to talk to my girlfriend and even despite knowing that she is dating me he still tries to talk with her continuously. Although i know people often say that i should just let it be and not be worried because if my girlfriend truly loved me then nothing would happen but i cant help but have the fear that i would lose her. With my anxious attachment, although she reassures me, when i see their text messages i feel that she is too friendly and this often makes me feel overwhelmed and ultimately makes me anxious and fear losing her",,0,,,,,
15434,overthinking please help,https://letstalk.mindline.sg/t/overthinking-please-help/15434,Coping,---,12339,avocadotoast,User,,24115,2,"Hi @user1322, just like you, I myself am the biggest over-thinker myself and I tend to think of the worst case scenario that can happen. Overthinking is something many people struggle with, especially when it comes to relationships and situations that feel uncertain or out of control, so you are not alone AT ALL!! It’s completely understandable that you’re feeling anxious about someone else trying to talk to your girlfriend, especially given your anxious attachment style. If I were you, I would also be concerned if an opposite gender was trying really hard to talk to my partner. Maybe you can try communicating to your partner that you feel uncomfortable with the way she texts other people and see if she is able to accommodate to your needs. Ultimately, 99% of the time, there will be no good that comes out of overthinking other than having increased stress and anxiety. I hope that moving forward, you will be able to let go of unnecessary worries and live in the moment.",,0,,,,,
15434,overthinking please help,https://letstalk.mindline.sg/t/overthinking-please-help/15434,Coping,---,11047,CaringBee,Professional,The Source of Comfort,24117,3,"Hi user1322
Thank you for sharing your experiences, feelings and struggles with much courage and openness. Your concerns are fully valid and 100% understandable.
May I share with you that overthinking is a daily common cognitive or thinking distortion among many of us, especially when we are faced with life stressors? Many of us recognise this tendency and have overcome it so please do not be too disheartened.
I encourage you to consider these approaches as you journey to reduce overthinking:
2. Mindfulness: Practice being present in the moment, focusing on your breath, and letting go of worries about the past or future.
3. Self-reflection: Identify triggers and patterns of overthinking, and challenge negative thoughts. Not all thoughts are true, so challenging them is a good way to check for accuracy.
4. Communication: Openly discuss your concerns with your girlfriend, and work together to establish boundaries and reassurance. Let her know how it is affecting you so that both of you can have a honest conversation.
5. Trust-building: Focus on nurturing your relationship, fostering trust, and developing emotional security. Strengthen your relationship with your girlfriend through mutual respect and openness. Speak calmly and use I statements instead of inadvertently using blame language or accusatory tones.Clear any misunderstandings in the bud.
6. Anxious attachment support: Consider couples therapy or individual counselling to address attachment issues.
Remember, overcoming overthinking and anxious attachment takes time, patience, and effort. Be gentle with yourself, and prioritise open communication with your girlfriend. Relationships need constant tender loving care, plenty of give and take and honesty to thrive.",,0,,,,,
15430,I’m exhausted,https://letstalk.mindline.sg/t/im-exhausted/15430,Seeking Help,---,12577,SLCBY,User,,24107,1,"I am tired. I feel down everyday. No mood in doing everything. When it’s my off day I refuse to leave the house and prefer to stay in my room or stay in bed I will only go to the washroom or eat my meals if I really need to. My room is in a mess, I want to clean up but i can’t bring myself to start. My sleep schedule is chaotic
When I come back from work I don’t want to do anything and I will either lay on the sofa or bed and use my phone normally I will only drag myself to deal with my personal hygiene after midnight.
I have super low self esteem and 100% introvert. When I look at mirror I feel like I dunno who is that. I am afraid to look at people in their eyes when I go out I have to put headphone listen to music else i will easily loss temper I feel easily irritated easily angry.
At work I’m scared of my superior opinion, they had certain expectstions from me but they said i have not met their expectations and what is wrong with me. I’m afraid to voice out if possible i can go slient the whole day but I’m working as customer service so it’s impacting on my performance always got called by my superior asking why am I not proactive and i dunno how to respond. I thought of quiting my job but I feel my job is the only thing that ground me if i quit i will definitely go into a sprial.
When my colleagues text me on work related I feel irritated but I will reply almost immediately but when my friends or family text me I will not reply at all or only reply few days later. When my friends want to meet up i will normally drag myself go but I will pray it to end soon so I can go home asap or i will go mia on my friends purposely ignore their message or call.
When people tell me about their life story i dunno how to react normally i just listen and nod or laugh it off. I feel detached from life when I’m looking at myself and everything around me from a 3rd party view.
When things get too much or too troublesome I will disconnect myself from everything, I stop answering call or text from friends or family or stop turning up for meet up find reason to reject them or just ignore them.
This has been going on for years on and off. I felt that I need help at some point so I tried to get help by going to polyclinic get referral to a psychiatrist, he asked me to see a therapist after 1 or 2 session I couldn’t connect with them I stop going.
I feel suffocated I think I should seek help but at same time I felt that I am beyond help and it’s also financially taxing so I stop thinking of getting help. I’m just exhausted from everything",,0,,,,,
15430,I’m exhausted,https://letstalk.mindline.sg/t/im-exhausted/15430,Seeking Help,---,11048,FuYuan_Affections,Professional,The Wise,24112,2,"Hi @SLCBY,
I want to thank you for sharing your experience here—it takes courage to open up about what you’re going through, especially when it feels like you’ve been carrying this weight alone for so long.
From what you’ve described, it sounds like you’re dealing with an overwhelming amount of stress and exhaustion, both mentally and physically. The way you’re feeling—detached, unmotivated, irritated, and low on energy—are all common signs of burnout or depression. It’s clear that this has been a long, difficult journey for you, and I can understand why you’d feel exhausted and unsure of where to turn next.
One of the hardest things about what you’re going through is that it often feels like a vicious cycle. The less energy you have, the harder it becomes to take care of yourself, and the more things like work, social interactions, and even basic tasks start to feel impossible. It’s not surprising that this has been going on for years—when depression or burnout takes hold, it can be incredibly difficult to break out of it without the right support.
It sounds like your job, while stressful, is also something that’s keeping you grounded, and that’s important to recognize. However, the strain it’s putting on you, particularly with the expectations and communication issues at work, is clearly taking a toll. The frustration you’re feeling with your colleagues and the avoidance of social interactions might be your mind and body’s way of trying to protect you from further stress, even if it doesn’t always feel like the healthiest response.
You mentioned that you’ve tried seeking help before but found it difficult to connect with the therapist, and I’m really sorry that it wasn’t a better experience for you. Finding the right therapist can sometimes take time, and it’s understandable to feel discouraged when it doesn’t work out right away—especially when it’s financially taxing as well. But I want to encourage you to consider that help is still out there, and you’re not beyond it. It’s not that you’re “beyond help,” but rather that you haven’t found the right kind of support yet.
If financial concerns are making it difficult to seek help, there are free or low-cost options available that might be worth exploring. Here are other community options you can consider:
2. Singapore Association for Mental Health (SAMH) - 1800-283 7019
3. IMH CHAT: webCHAT
4. SOS - 1767
5. Care Corner Counselling Centre - 1800-353 5800
6. The Safe Space Foundation (Non-profit): Get pro bono counselling by booking the voucher codes on the Safe Space ISO 27001 platform]
These resources are here to help you, and they can be a lifeline when you’re feeling overwhelmed.
It might also help to start with small, manageable steps—things that don’t feel too overwhelming but can make a difference over time. Whether that’s creating a small daily routine, finding a moment each day to focus on something that brings you even a little bit of comfort, or reaching out to someone who might understand what you’re going through. If the idea of therapy feels too much right now, maybe a support group or even an online community could be a softer way to reconnect with others who might be facing similar struggles.
I also want to emphasize that feeling suffocated and disconnected doesn’t mean you’re beyond repair—it means you’re carrying a lot, and it’s understandable that you’d feel worn down. It’s okay to need help, and it’s okay to take your time in finding it. Even if it feels like it, you’re not alone in this, and there are people who want to see you through it.
If it ever feels too overwhelming, please don’t hesitate to reach out to a crisis line or someone you trust. Sometimes, just having someone to talk to in those moments can make a big difference.
You’ve already taken a big step by sharing here, and that’s something to hold onto. Take care, and remember that it’s okay to ask for help—you deserve support just as much as anyone else.",SAMH https://www.samhealth.org.sg/our-services/outreach/samh-insight-centre/#1545895446184-0c71e7f9-ecc9; webCHAT 1 https://www.imh.com.sg/CHAT/GetHelp/webCHAT/Pages/default.aspx; Care Corner https://www.carecorner.org.sg/services/insight,0,,,,,
15430,I’m exhausted,https://letstalk.mindline.sg/t/im-exhausted/15430,Seeking Help,---,2962,ukiyo,User,,24171,3,"I can’t say I know how you’re feeling exactly but it sounds like you’ve been going through a lot. It really means a lot that you have tried getting help and are still finding ways to seek help through this website. I’m not too sure whether this advice will help and it’s okay if it doesn’t but maybe you could try finding a hobby that is more indoors? Since you mentioned that you try to avoid going out, maybe a hobby at home would help. Sometimes life is about finding something we can enjoy, something that encourages and motivates to go on even when life gets tough. Finding that something may take time but it will be worth it",,0,,,,,
15430,I’m exhausted,https://letstalk.mindline.sg/t/im-exhausted/15430,Seeking Help,---,12335,potatooo,User,,24182,4,"Hello @SLCBY! Thank you for sharing how you’re feeling. I can relate to how you’re feeling such as feeling tired (mentally & physically). There are days when I feel like that too and what brings me back together is after I have recharged myself by doing things that I like or having my own time. After a long day of work or school, it’s normal for us to feel tired both physically and mentally as we are out to interact with people the entire day so don’t feel bad about doing nothing . Sometimes it is normal for us to feel tired from meeting others as we all need our own time to recharge our social batteries.
If you’re an introvert, I would recommend starting with something or finding a hobby that is indoor or something you can do yourself before stepping out or doing activities with others.
I understand that therapy can be financially taxing but if you would like to talk to someone, we are always here for you to talk to",,0,,,,,
15430,I’m exhausted,https://letstalk.mindline.sg/t/im-exhausted/15430,Seeking Help,---,3747,ZenCat,User,,24538,5,"Hey @SLCBY , thanks for opening up. It’s really brave of you to share, especially when things feel this overwhelming. I can tell you’re feeling drained and disconnected, and that must be so tough to deal with.
It sounds like you’ve been going through a rough patch for a while now, and it’s totally understandable that you’re feeling burnt out and unmotivated. The pressure from work, relationships, and how you feel about yourself is definitely making everything feel heavier. Sometimes, pulling back from everything is just your body and mind trying to cope with all the exhaustion.
The stress of trying to meet work expectations, especially in a customer service role, must be huge. It makes sense that you feel stuck—wanting to quit but also needing that stability work gives you.
It’s awesome that you tried to get help before, even though it didn’t go as planned. Finding the right support can take time, and finding the right therapist is super important as feeling comfortable and understood by your counselor can make a big difference in how helpful therapy is. Sometimes it takes trying a few different therapists before you click with one, but when you do, it can really help.
There are affordable options in the community that might make it easier to try again. You can find a suitable service based on your needs using thisService wayfinding.
You’re definitely not beyond help. Even small steps, like cleaning a bit of your space or getting outside for a few minutes, can make a difference. You don’t need to fix everything at once. When you’re ready, reaching out—whether to a therapist, a friend, or a support group—can be your next step. We are here for you, too.
Take care of yourself.",Service wayfinding https://mindline.sg/youth/mental-health-service-providers/start?utm_source=google&utm_medium=cpc&utm_campaign=service-wayfinding&utm_content=mental-health-services&utm_term=none&gad_source=1&gclid=Cj0KCQjw0Oq2BhCCARIsAA5hubUwZ4e4NIxDvr9fNTmeYIsQHm6vsXO7uDwCf2kaq9i5WZdCEFo7rIQaAlPZEALw_wcB,0,,24107,,24107.0,
